,id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,url
FOOL 4 U,28a8bRus9o9qT6OwSfIHWy,0.764,0.471,-7.391,0.0668,0.188,4.32e-05,0.132,0.659,144.788,4,1,https://open.spotify.com/track/28a8bRus9o9qT6OwSfIHWy
Kids Who Stole The World,5Sv2qboXJ3GZUuLMVaZtie,0.572,0.765,-5.61,0.0326,0.239,0.000406,0.0677,0.731,121.945,9,0,https://open.spotify.com/track/5Sv2qboXJ3GZUuLMVaZtie
Drive Slow,13795WBWdWvQHCXeOPLCWQ,0.71,0.342,-7.222,0.0651,0.321,0.599,0.139,0.456,173.05,6,1,https://open.spotify.com/track/13795WBWdWvQHCXeOPLCWQ
Intentions,6S4NRqNCYpsxlxMtSFKxh2,0.629,0.525,-6.86,0.0443,0.133,0.047,0.0782,0.25,168.002,2,1,https://open.spotify.com/track/6S4NRqNCYpsxlxMtSFKxh2
Cowboy,3Zq52I2dhRokrKJW88yQPe,0.563,0.647,-5.356,0.0274,0.00502,0.0,0.104,0.198,106.965,7,0,https://open.spotify.com/track/3Zq52I2dhRokrKJW88yQPe
Electric Feel,3FtYbEfBqAlGO46NUDQSAt,0.763,0.803,-3.713,0.0351,0.0709,0.285,0.348,0.561,103.04,1,1,https://open.spotify.com/track/3FtYbEfBqAlGO46NUDQSAt
I Love You So,4SqWKzw0CbA05TGszDgMlc,0.575,0.648,-4.891,0.0358,0.583,0.0,0.115,0.466,75.977,10,1,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc
Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,0.612,0.807,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053,10,1,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
A-Punk,2DrGEaqoruCSn0FffWCf5O,0.551,0.819,-4.489,0.0525,0.0103,0.0437,0.153,0.846,174.917,2,1,https://open.spotify.com/track/2DrGEaqoruCSn0FffWCf5O
Undercover Martyn,0Hrd6CSafHHqKptyFppmqH,0.442,0.872,-5.072,0.123,0.00025,1.74e-05,0.0602,0.568,159.867,2,1,https://open.spotify.com/track/0Hrd6CSafHHqKptyFppmqH
In The Morning,64IcdRqfcN5rwqSqJpQDDe,0.616,0.855,-3.495,0.042,0.00379,0.000863,0.318,0.686,124.191,4,0,https://open.spotify.com/track/64IcdRqfcN5rwqSqJpQDDe
Hard to Beat,5PZK7nZBsKjSkXDszKrJ1W,0.557,0.833,-4.559,0.0663,0.00226,3.25e-06,0.161,0.815,125.205,10,1,https://open.spotify.com/track/5PZK7nZBsKjSkXDszKrJ1W
Golden Skans,6BqWhxll86CGGE6WxgdRqG,0.463,0.836,-2.776,0.0381,0.000418,7.38e-06,0.25,0.713,141.955,2,0,https://open.spotify.com/track/6BqWhxll86CGGE6WxgdRqG
Mardy Bum,2fyIS6GXMgUcSv4oejx63f,0.634,0.599,-5.447,0.0365,0.0288,0.0,0.197,0.312,112.215,2,1,https://open.spotify.com/track/2fyIS6GXMgUcSv4oejx63f
What You Know,3UjtIALeg72qmJiKPWBvM3,0.561,0.741,-4.239,0.0419,0.000715,1.4e-05,0.0822,0.776,139.001,6,0,https://open.spotify.com/track/3UjtIALeg72qmJiKPWBvM3
Two Weeks,0iTpQYzJnYgh7kIxyq8A2O,0.537,0.712,-5.597,0.0286,0.289,0.00568,0.08,0.704,159.871,5,1,https://open.spotify.com/track/0iTpQYzJnYgh7kIxyq8A2O
Farewell To The Fairground,09v3dFgd3YwrD0U5gkNaTg,0.527,0.766,-5.327,0.0375,7.4e-05,0.00365,0.115,0.304,117.994,9,1,https://open.spotify.com/track/09v3dFgd3YwrD0U5gkNaTg
Ruby,2fAIfPLrPUTW1AmJRR428Q,0.451,0.939,-2.82,0.0512,0.00673,4.85e-06,0.0774,0.448,93.416,5,0,https://open.spotify.com/track/2fAIfPLrPUTW1AmJRR428Q
Shuffle,4yYvWFUWMaKMXtoJKJnmZk,0.627,0.959,-4.744,0.0298,0.316,0.00576,0.112,0.397,109.981,7,1,https://open.spotify.com/track/4yYvWFUWMaKMXtoJKJnmZk
7,5ykbOijJEfRhuo2Td1m0Qd,0.531,0.711,-4.933,0.0398,0.000204,0.00291,0.108,0.279,155.068,10,1,https://open.spotify.com/track/5ykbOijJEfRhuo2Td1m0Qd
Something Good Can Work,5yDX0yhtLyf0zEXEqXqyAa,0.648,0.833,-5.321,0.0327,0.00583,0.000787,0.178,0.64,119.935,0,1,https://open.spotify.com/track/5yDX0yhtLyf0zEXEqXqyAa
Books From Boxes,7aB9V1AfdHhdONxii7njJ9,0.611,0.568,-6.142,0.032,0.0906,0.0,0.117,0.567,95.546,5,1,https://open.spotify.com/track/7aB9V1AfdHhdONxii7njJ9
Fluorescent Adolescent,7e8utCy2JlSB8dRHKi49xM,0.646,0.813,-5.29,0.0288,0.00178,2.26e-05,0.144,0.821,112.115,6,0,https://open.spotify.com/track/7e8utCy2JlSB8dRHKi49xM
Reptilia,57Xjny5yNzAcsxnusKmAfA,0.489,0.649,-5.11,0.0336,0.000603,0.713,0.101,0.77,158.009,9,1,https://open.spotify.com/track/57Xjny5yNzAcsxnusKmAfA
Naive,7BHPGtpuuWWsvE7cCaMuEU,0.391,0.808,-6.209,0.0892,0.0759,0.0,0.149,0.737,100.304,8,0,https://open.spotify.com/track/7BHPGtpuuWWsvE7cCaMuEU
Always Like This,73M2Vb5MfZh8iGKudkMtlw,0.659,0.591,-6.713,0.0313,0.441,0.000861,0.0862,0.707,121.14,1,1,https://open.spotify.com/track/73M2Vb5MfZh8iGKudkMtlw
Sticks 'N' Stones,1khoSOxg6VHzvRlVkczrbl,0.545,0.851,-3.569,0.0935,0.0572,0.0,0.403,0.787,179.947,6,1,https://open.spotify.com/track/1khoSOxg6VHzvRlVkczrbl
First,3omXshBamrREltcf24gYDC,0.468,0.692,-4.015,0.0295,0.0202,2.39e-06,0.523,0.561,78.009,2,1,https://open.spotify.com/track/3omXshBamrREltcf24gYDC
Pacifier,1rcu88dzWE5GyqtpuWvd0C,0.459,0.883,-4.1,0.0476,0.000491,0.0267,0.118,0.338,147.943,9,1,https://open.spotify.com/track/1rcu88dzWE5GyqtpuWvd0C
New Slang - 2021 Remaster,0NslHuacjxQYfUTOW3HCIV,0.67,0.403,-10.623,0.031,0.753,0.0903,0.0858,0.622,129.984,0,1,https://open.spotify.com/track/0NslHuacjxQYfUTOW3HCIV
Always Where I Need To Be,6gGSSrKMiV2yec1DrqGhhy,0.331,0.961,-4.627,0.0663,0.000146,0.0,0.322,0.882,168.355,11,1,https://open.spotify.com/track/6gGSSrKMiV2yec1DrqGhhy
I Bet You Look Good On The Dancefloor,3DQVgcqaP3iSMbaKsd57l5,0.535,0.948,-4.19,0.0356,0.00225,0.0,0.376,0.778,103.183,6,0,https://open.spotify.com/track/3DQVgcqaP3iSMbaKsd57l5
Wake Up,6Hmj7SrLRbreLVfVS7mV1S,0.252,0.8,-4.845,0.0368,0.12,0.0538,0.118,0.29,139.361,0,1,https://open.spotify.com/track/6Hmj7SrLRbreLVfVS7mV1S
Darling,36PQh1G6h7n9VWB799fXpI,0.596,0.894,-5.407,0.0265,0.00878,0.00659,0.104,0.572,132.994,0,1,https://open.spotify.com/track/36PQh1G6h7n9VWB799fXpI
What Went Down,78tgXRq9Q6tPNP9hKCpgwB,0.231,0.919,-6.182,0.0722,0.00313,0.00442,0.0643,0.128,146.94,2,0,https://open.spotify.com/track/78tgXRq9Q6tPNP9hKCpgwB
Sheila,0FGtGmz8SVEywhUqNFYWsQ,0.729,0.865,-6.006,0.05,0.0858,0.0,0.0764,0.709,95.003,7,1,https://open.spotify.com/track/0FGtGmz8SVEywhUqNFYWsQ
Junk Of The Heart (Happy),2jZgzSxNSg1hTCq0ewWHGJ,0.604,0.894,-5.0,0.037,0.0212,0.0,0.0299,0.901,145.017,2,1,https://open.spotify.com/track/2jZgzSxNSg1hTCq0ewWHGJ
From The Ritz To The Rubble,2vQQfWTanvD99OeHLAoyhW,0.216,0.882,-5.176,0.0439,0.00147,0.0,0.308,0.656,189.286,11,0,https://open.spotify.com/track/2vQQfWTanvD99OeHLAoyhW
Slow Hands,1VcIbyyDX8j0GNxSlsRFeJ,0.245,0.974,-2.523,0.0496,0.00045,0.438,0.363,0.644,141.885,11,0,https://open.spotify.com/track/1VcIbyyDX8j0GNxSlsRFeJ
The Dark Of The Matinée,6gaWfLDoeG1eoiDAVBN4i8,0.452,0.805,-4.368,0.0299,0.00551,3.18e-06,0.221,0.708,114.431,6,0,https://open.spotify.com/track/6gaWfLDoeG1eoiDAVBN4i8
Dashboard,0Fe3WxeO6lZZxj7ytvbDUh,0.639,0.903,-5.013,0.0371,0.00963,7.06e-05,0.174,0.96,135.938,11,0,https://open.spotify.com/track/0Fe3WxeO6lZZxj7ytvbDUh
Homesick,7lnXzMcgaK7CnzaQ7wj6k0,0.699,0.6,-6.328,0.134,0.00231,0.00963,0.114,0.586,142.037,1,1,https://open.spotify.com/track/7lnXzMcgaK7CnzaQ7wj6k0
Reflektor,7uMZy0bALAdneerERyr7Ks,0.585,0.717,-8.379,0.0311,0.0561,0.0148,0.366,0.636,111.563,11,0,https://open.spotify.com/track/7uMZy0bALAdneerERyr7Ks
Teddy Picker,4OkPamOn5GofkOQu64Z4eR,0.637,0.973,-3.386,0.112,0.000413,2.23e-05,0.104,0.8,150.223,9,1,https://open.spotify.com/track/4OkPamOn5GofkOQu64Z4eR
Mountain at My Gates,3f7OyfSoDbQC0LRDQiytPp,0.495,0.931,-5.336,0.0469,0.0025,0.0819,0.246,0.617,104.05,2,0,https://open.spotify.com/track/3f7OyfSoDbQC0LRDQiytPp
She Moves In Her Own Way,5xoUgPXbMNUmoHU0Enwtwq,0.41,0.803,-5.363,0.0623,0.239,0.0,0.103,0.814,153.315,7,1,https://open.spotify.com/track/5xoUgPXbMNUmoHU0Enwtwq
Simple Song,48bo7uexDvAThcRDvEB2W7,0.546,0.878,-5.137,0.0525,0.0133,0.0,0.135,0.35,119.945,7,1,https://open.spotify.com/track/48bo7uexDvAThcRDvEB2W7
No Cars Go,51xBgzcyzojRpqFW2ICQAB,0.324,0.772,-6.95,0.0371,0.000609,0.173,0.12,0.291,135.737,1,1,https://open.spotify.com/track/51xBgzcyzojRpqFW2ICQAB
Cocoon,1B241LRKmK6qDDTZfUajmm,0.446,0.91,-4.481,0.0652,0.000254,9.76e-05,0.077,0.325,133.053,7,0,https://open.spotify.com/track/1B241LRKmK6qDDTZfUajmm
Good Luck,2apLrBlEQvFa8ob0dQcu6i,0.622,0.512,-7.44,0.0383,0.352,0.405,0.109,0.614,169.983,2,0,https://open.spotify.com/track/2apLrBlEQvFa8ob0dQcu6i
Banquet,6U5hUX40OWY6l0HaPUWElZ,0.591,0.939,-4.911,0.0533,0.000156,0.0111,0.0882,0.856,150.249,10,0,https://open.spotify.com/track/6U5hUX40OWY6l0HaPUWElZ
Caring Is Creepy - 2021 Remaster,1d1Uc9yNUMvUb0RbakGDt0,0.407,0.776,-6.184,0.0372,0.023,8.34e-06,0.188,0.508,95.075,2,1,https://open.spotify.com/track/1d1Uc9yNUMvUb0RbakGDt0
Ocean's Deep,4F95QW1wkAeMo3MK1tB8om,0.641,0.853,-5.669,0.0433,0.000679,0.00628,0.0864,0.683,144.099,6,1,https://open.spotify.com/track/4F95QW1wkAeMo3MK1tB8om
Lisztomania,7zkDEBSxkcBVsStS4qBFpK,0.635,0.786,-6.46,0.0377,0.0349,0.00767,0.497,0.305,97.54,0,1,https://open.spotify.com/track/7zkDEBSxkcBVsStS4qBFpK
Can't Stand Me Now,2EtZFeLn9msgg4qJzT9Vql,0.368,0.936,-3.207,0.0623,0.0146,0.00192,0.0923,0.568,164.427,4,1,https://open.spotify.com/track/2EtZFeLn9msgg4qJzT9Vql
Girls,07fqC2Puj13frv9iYtlcri,0.57,0.974,-0.173,0.325,0.115,0.000594,0.125,0.65,171.958,3,0,https://open.spotify.com/track/07fqC2Puj13frv9iYtlcri
Sparkling,6TzU11huC8Hz4FVEsvCeE7,0.6,0.923,-1.926,0.105,0.166,0.0,0.32,0.712,160.025,1,0,https://open.spotify.com/track/6TzU11huC8Hz4FVEsvCeE7
MORE,4XKXphKH76W4zNpkgFS5o2,0.783,0.722,-4.864,0.0357,0.00537,0.00209,0.105,0.306,97.031,2,1,https://open.spotify.com/track/4XKXphKH76W4zNpkgFS5o2
Mango,1VJdjvyLMRUQ0HH8byGDZt,0.719,0.833,-2.464,0.0447,0.124,0.0,0.1,0.866,113.948,1,1,https://open.spotify.com/track/1VJdjvyLMRUQ0HH8byGDZt
POP!,5rJ7bdPmr8nfmm2JQ8xHOz,0.793,0.859,-2.998,0.0544,0.0356,0.0,0.0343,0.392,97.001,2,1,https://open.spotify.com/track/5rJ7bdPmr8nfmm2JQ8xHOz
At That Moment,0CB3B5ir8I2KbB3dkGVtWF,0.575,0.794,-2.673,0.0392,0.213,0.0,0.365,0.29,118.023,7,1,https://open.spotify.com/track/0CB3B5ir8I2KbB3dkGVtWF
Future Perfect (Pass the MIC),6PRy17C5LiiN7VCLS6IA98,0.658,0.9,-3.479,0.264,0.0364,0.0,0.0771,0.526,156.096,9,0,https://open.spotify.com/track/6PRy17C5LiiN7VCLS6IA98
Need To Know,0CqZryIJnJhwCCnECIC7Lr,0.692,0.703,-6.271,0.055,0.0209,3.77e-05,0.103,0.549,87.985,0,1,https://open.spotify.com/track/0CqZryIJnJhwCCnECIC7Lr
Up!,3XZAvh2NCDQYHgJei35VQ1,0.753,0.932,-2.706,0.119,0.0205,4.31e-06,0.0326,0.918,124.006,6,1,https://open.spotify.com/track/3XZAvh2NCDQYHgJei35VQ1
Last Sequence,0lNPjT58llQGlycRA2mea4,0.664,0.887,-2.331,0.0841,0.174,0.0,0.0894,0.718,121.092,7,0,https://open.spotify.com/track/0lNPjT58llQGlycRA2mea4
I LOVE U,02Vb9vfZUmqAKNhQwFjPSZ,0.782,0.683,-3.31,0.0604,0.021,0.0,0.0576,0.885,105.024,0,1,https://open.spotify.com/track/02Vb9vfZUmqAKNhQwFjPSZ
LOVEADE,0q7U1KqAYPGHdwC8HVw67y,0.804,0.786,-4.071,0.146,0.0138,0.0,0.0725,0.745,113.999,1,1,https://open.spotify.com/track/0q7U1KqAYPGHdwC8HVw67y
Life's Too Short (English Version),2mgzUVvDpb1zMSB4glLQ6T,0.472,0.8,-3.681,0.265,0.289,0.0,0.149,0.548,72.203,0,1,https://open.spotify.com/track/2mgzUVvDpb1zMSB4glLQ6T
Heart Burn,4JmbtS0Muijl37KP9lDscy,0.84,0.656,-5.162,0.0401,0.0287,4.38e-06,0.0714,0.783,121.99,6,0,https://open.spotify.com/track/4JmbtS0Muijl37KP9lDscy
Blue & Black,43BSk6dOW6THSGe4PyxNSn,0.693,0.871,-3.61,0.0606,0.00922,0.0,0.0691,0.589,140.05,11,1,https://open.spotify.com/track/43BSk6dOW6THSGe4PyxNSn
BOOM,3jATBjBJAWLVkAB2gCjrqE,0.713,0.875,-3.323,0.0638,0.0271,0.0,0.0572,0.432,96.068,1,1,https://open.spotify.com/track/3jATBjBJAWLVkAB2gCjrqE
BTBT,7nthiiDfS9WHNHDMwmAz98,0.766,0.663,-6.932,0.175,0.334,0.0,0.117,0.509,109.967,9,0,https://open.spotify.com/track/7nthiiDfS9WHNHDMwmAz98
Ring The Alarm,6jUq2EfNMW7SizzNVVGvhm,0.753,0.847,-2.731,0.0525,0.219,0.0,0.0961,0.715,99.929,4,0,https://open.spotify.com/track/6jUq2EfNMW7SizzNVVGvhm
Flip That,7cHXwaBnIBFUPuP376z07E,0.803,0.831,-3.649,0.0569,0.072,0.0,0.328,0.736,112.045,11,0,https://open.spotify.com/track/7cHXwaBnIBFUPuP376z07E
LOVE DIVE,0Q5VnK2DYzRyfqQRJuUtvi,0.703,0.709,-4.169,0.0433,0.00379,5.43e-05,0.333,0.538,117.941,1,0,https://open.spotify.com/track/0Q5VnK2DYzRyfqQRJuUtvi
FEARLESS,296nXCOv97WJNRWzIBQnoj,0.863,0.62,-7.167,0.135,0.0508,0.00324,0.129,0.432,103.971,7,1,https://open.spotify.com/track/296nXCOv97WJNRWzIBQnoj
HOT,6I2tqFhk8tq69iursYxuxd,0.765,0.777,-4.376,0.0399,0.0539,2.58e-06,0.338,0.64,111.944,5,0,https://open.spotify.com/track/6I2tqFhk8tq69iursYxuxd
Color Me (Feat. CHUNG HA),0TtH1ocl5B20kKHiqPNELw,0.648,0.751,-4.974,0.0531,0.0391,0.0,0.0332,0.493,100.032,2,1,https://open.spotify.com/track/0TtH1ocl5B20kKHiqPNELw
ZOOM,4IaxDf2FixiQXq0mW7key9,0.874,0.6,-6.064,0.158,0.00942,0.0,0.126,0.457,100.012,6,1,https://open.spotify.com/track/4IaxDf2FixiQXq0mW7key9
Beatbox,0CatzXH85XWyBqqdB6qPMB,0.857,0.7,-4.189,0.074,0.0411,0.0,0.0334,0.773,93.997,4,0,https://open.spotify.com/track/0CatzXH85XWyBqqdB6qPMB
Good Boy Gone Bad,1HsSIPLTQT354yJcQGfEY3,0.475,0.695,-5.919,0.102,0.0159,0.0,0.125,0.552,100.009,1,1,https://open.spotify.com/track/1HsSIPLTQT354yJcQGfEY3
TOMBOY,0IGUXY4JbK18bu9oD4mPIm,0.755,0.87,-2.414,0.0936,0.00988,0.0,0.0917,0.645,124.032,1,0,https://open.spotify.com/track/0IGUXY4JbK18bu9oD4mPIm
Illusion,5uFqjHOo3Sh0bVPCKf3DdH,0.75,0.718,-2.817,0.0468,0.0814,1.75e-05,0.322,0.592,90.027,2,0,https://open.spotify.com/track/5uFqjHOo3Sh0bVPCKf3DdH
That That (prod. & feat. SUGA of BTS),5oH4DQAuu1J1800RzUsBWa,0.905,0.962,-3.197,0.0856,0.0299,0.0,0.0272,0.906,129.969,4,1,https://open.spotify.com/track/5oH4DQAuu1J1800RzUsBWa
O.O,3lrNsPdn98i6rxO142pLT6,0.39,0.767,-3.918,0.293,0.0354,4.26e-06,0.0601,0.285,200.263,11,0,https://open.spotify.com/track/3lrNsPdn98i6rxO142pLT6
Phase Me,62DCFw57LAAX4CTrzmUCny,0.857,0.566,-4.461,0.0309,0.0433,0.000135,0.133,0.651,104.067,5,1,https://open.spotify.com/track/62DCFw57LAAX4CTrzmUCny
Sweet,1qXkDZzrLYZDer71tT9nYG,0.749,0.908,-1.998,0.152,0.0419,0.0,0.12,0.893,145.128,11,0,https://open.spotify.com/track/1qXkDZzrLYZDer71tT9nYG
SUGAR,4WFTVcLuQuQlzzO8aS4iRM,0.761,0.869,-3.556,0.0404,0.0104,0.0,0.0643,0.839,133.927,8,0,https://open.spotify.com/track/4WFTVcLuQuQlzzO8aS4iRM
Yet To Come,10SRMwb9EuVS1K9rYsBfHQ,0.559,0.885,-4.515,0.189,0.0432,0.0,0.333,0.683,172.029,1,1,https://open.spotify.com/track/10SRMwb9EuVS1K9rYsBfHQ
MANIAC,7BDHDiidJ8WV349p3HTxTV,0.744,0.8,-2.63,0.266,0.181,0.0,0.0746,0.722,89.925,1,1,https://open.spotify.com/track/7BDHDiidJ8WV349p3HTxTV
Feel My Rhythm,2oBMZYteeO8DyXV9gDx6Za,0.412,0.94,-2.171,0.215,0.0648,0.0,0.358,0.423,157.964,1,1,https://open.spotify.com/track/2oBMZYteeO8DyXV9gDx6Za
ELEVEN,7n2FZQsaLb7ZRfRPfEeIvr,0.828,0.731,-3.033,0.111,0.0617,0.0,0.048,0.587,119.978,9,1,https://open.spotify.com/track/7n2FZQsaLb7ZRfRPfEeIvr
MY BAG,1t8sqIScEIP0B4bQzBuI2P,0.838,0.823,-3.929,0.164,0.0864,7.12e-05,0.156,0.759,94.024,8,0,https://open.spotify.com/track/1t8sqIScEIP0B4bQzBuI2P
DARARI,0dcnrLo8s1rhjm8euGjI4n,0.716,0.638,-6.87,0.0392,0.486,0.0,0.0702,0.552,84.955,0,1,https://open.spotify.com/track/0dcnrLo8s1rhjm8euGjI4n
LOCO,5b8FtevTVz8xVF6E208xeV,0.764,0.886,-3.067,0.177,0.0109,2.21e-05,0.325,0.497,102.012,1,1,https://open.spotify.com/track/5b8FtevTVz8xVF6E208xeV
Love Theory,1dmi9lVthTKjuemmO8ucWm,0.878,0.71,-5.127,0.0473,0.367,0.0,0.099,0.888,119.991,10,1,https://open.spotify.com/track/1dmi9lVthTKjuemmO8ucWm
WA DA DA,4gdiCHNbwugojBqr5Jt3pq,0.785,0.907,-2.657,0.0938,0.00122,3.11e-06,0.213,0.685,126.004,10,1,https://open.spotify.com/track/4gdiCHNbwugojBqr5Jt3pq
NANANA,2tEMbypmvYhf84mzVbhxwZ,0.706,0.692,-4.433,0.0277,0.0768,0.0,0.173,0.601,137.006,5,0,https://open.spotify.com/track/2tEMbypmvYhf84mzVbhxwZ
ZOO,7eVu7FI02cTicLEgVtUvwF,0.823,0.923,-2.875,0.158,0.127,0.0,0.0571,0.629,122.922,9,1,https://open.spotify.com/track/7eVu7FI02cTicLEgVtUvwF
TANK,3ucx0k0IosRjrsmQc34zUW,0.637,0.927,-4.771,0.212,0.0293,0.000564,0.408,0.504,179.905,0,1,https://open.spotify.com/track/3ucx0k0IosRjrsmQc34zUW
Darl+ing,6vo0dV9t7PCQZKsLFwVwZ5,0.71,0.686,-4.926,0.0713,0.296,0.0,0.492,0.483,96.06,0,1,https://open.spotify.com/track/6vo0dV9t7PCQZKsLFwVwZ5
JIKJIN,2bnJ8IxZnVc2YmUaX0sZap,0.819,0.55,-6.57,0.0434,0.0367,0.0,0.0945,0.573,130.077,0,1,https://open.spotify.com/track/2bnJ8IxZnVc2YmUaX0sZap
RUN2U,3gFcGnU4kTdMYLXDjH1TK8,0.722,0.676,-5.885,0.0829,0.000835,1.2e-05,0.321,0.362,129.943,11,0,https://open.spotify.com/track/3gFcGnU4kTdMYLXDjH1TK8
With you,2gzhQaCTeNgxpeB2TPllyY,0.532,0.426,-6.117,0.0288,0.639,0.0,0.134,0.137,149.898,3,1,https://open.spotify.com/track/2gzhQaCTeNgxpeB2TPllyY
Your Existence,2tmX4T7ODY34NwvQ3DD3MC,0.418,0.603,-9.379,0.204,0.536,2.52e-05,0.11,0.657,100.171,7,1,https://open.spotify.com/track/2tmX4T7ODY34NwvQ3DD3MC
Running Up That Hill (A Deal With God),75FEaRjZTKLhTrFGsfMUXR,0.629,0.547,-13.123,0.055,0.72,0.00314,0.0604,0.197,108.375,10,0,https://open.spotify.com/track/75FEaRjZTKLhTrFGsfMUXR
As It Was,4LRPiXqCikLlN15c3yImP7,0.52,0.731,-5.338,0.0557,0.342,0.00101,0.311,0.662,173.93,6,0,https://open.spotify.com/track/4LRPiXqCikLlN15c3yImP7
Save Your Tears (with Ariana Grande) (Remix),37BZB0z9T8Xu7U3e65qxFy,0.65,0.825,-4.645,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,0,1,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
Summer of Love (Shawn Mendes & Tainy),0z8hI3OPS8ADPWtoCjjLl6,0.776,0.808,-4.501,0.117,0.0297,0.000127,0.103,0.494,123.988,11,1,https://open.spotify.com/track/0z8hI3OPS8ADPWtoCjjLl6
Love Again,5CSKbHjpqborGnlzagyaDo,0.659,0.667,-4.668,0.0339,0.00173,2.85e-05,0.1,0.468,115.982,11,0,https://open.spotify.com/track/5CSKbHjpqborGnlzagyaDo
Only Love Can Hurt Like This,62ke5zFUJN6RvtXZgVH0F8,0.566,0.885,-4.528,0.0818,0.0958,9.97e-05,0.334,0.304,90.99,8,1,https://open.spotify.com/track/62ke5zFUJN6RvtXZgVH0F8
Don't Be Shy,0bI7K9Becu2dtXK1Q3cZNB,0.77,0.787,-3.748,0.0583,0.198,0.0,0.262,0.513,119.986,11,0,https://open.spotify.com/track/0bI7K9Becu2dtXK1Q3cZNB
About Damn Time,1PckUlxKqWQs3RlWXVBLw3,0.836,0.743,-6.305,0.0656,0.0995,0.0,0.335,0.722,108.966,10,0,https://open.spotify.com/track/1PckUlxKqWQs3RlWXVBLw3
My Universe,3FeVmId7tL5YN8B7R3imoM,0.588,0.701,-6.39,0.0402,0.00813,0.0,0.2,0.443,104.988,9,1,https://open.spotify.com/track/3FeVmId7tL5YN8B7R3imoM
Woman,6Uj1ctrBOjOas8xZXGqKk4,0.824,0.764,-4.175,0.0854,0.0888,0.00294,0.117,0.881,107.998,5,0,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6,0.791,0.862,-3.24,0.11,0.037,2.19e-05,0.0814,0.592,123.994,9,0,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
Bam Bam (feat. Ed Sheeran),0QBzMgT7NIeoCYy3sJCof1,0.756,0.697,-6.377,0.0401,0.182,0.0,0.333,0.956,94.996,8,1,https://open.spotify.com/track/0QBzMgT7NIeoCYy3sJCof1
Pass The Dutchie,1BkY0N8ChFk2mdLbAUu8ZK,0.805,0.418,-14.374,0.0979,0.459,0.0,0.288,0.966,149.724,7,1,https://open.spotify.com/track/1BkY0N8ChFk2mdLbAUu8ZK
Oh My God,3Kkjo3cT83cw09VJyrLNwX,0.534,0.725,-3.906,0.046,0.091,0.0,0.0264,0.55,88.098,1,1,https://open.spotify.com/track/3Kkjo3cT83cw09VJyrLNwX
Angels Like You,1daDRI9ahBonbWD8YcxOIB,0.672,0.642,-4.035,0.0313,0.0981,0.0,0.1,0.494,121.981,5,1,https://open.spotify.com/track/1daDRI9ahBonbWD8YcxOIB
Golden,45S5WTQEGOB1VHr1Q4FuPl,0.448,0.838,-5.257,0.0557,0.21,0.000131,0.131,0.254,139.863,4,0,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
deja vu,61KpQadow081I2AsbeLcsb,0.439,0.61,-7.236,0.116,0.593,1.07e-05,0.341,0.172,181.088,9,1,https://open.spotify.com/track/61KpQadow081I2AsbeLcsb
"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",7K5tOFxje8nlunmexOmWgo,0.796,0.836,-2.827,0.0473,0.00421,0.0068,0.101,0.68,100.033,6,0,https://open.spotify.com/track/7K5tOFxje8nlunmexOmWgo
Left and Right (Feat. Jung Kook of BTS),0mBP9X2gPCuapvpZ7TGDk3,0.881,0.592,-4.898,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,2,1,https://open.spotify.com/track/0mBP9X2gPCuapvpZ7TGDk3
Don't Go Yet,1058fW9H3fZA6QjYCdOBad,0.666,0.796,-6.967,0.103,0.0492,0.0,0.0442,0.61,110.108,10,0,https://open.spotify.com/track/1058fW9H3fZA6QjYCdOBad
When I’m Gone (with Katy Perry),5902W4uHWzhtOff1UK7the,0.685,0.886,-4.179,0.034,0.028,0.0,0.481,0.615,125.034,0,1,https://open.spotify.com/track/5902W4uHWzhtOff1UK7the
When You're Gone,0U1W2LZVUX7qTm7dDpqxh6,0.603,0.691,-5.805,0.0372,0.0248,0.0,0.583,0.577,147.148,5,1,https://open.spotify.com/track/0U1W2LZVUX7qTm7dDpqxh6
Watermelon Sugar,6UelLqGlWMcVH1E5c4H7lY,0.548,0.816,-4.209,0.0465,0.122,0.0,0.335,0.557,95.39,0,1,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
Cold Heart - PNAU Remix,6zSpb8dQRaw0M1dK8PBwQz,0.796,0.798,-6.312,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,1,1,https://open.spotify.com/track/6zSpb8dQRaw0M1dK8PBwQz
